id,title,rate_per_hour,skill_list,level,location_city,employment_type,company_sector
1563,Site Reliability Engineer,45.44,"Python, GCP, Django, Redis, Flask, SQL",Senior,Yerevan,Full-time,HealthTech
1564,DevOps Engineer,30.16,"Kubernetes, GCP, Pandas",Mid,Yerevan,Full-time,Gaming
1565,QA Engineer,11.31,"NumPy, SQL, Kubernetes, Vue, Git, Docker, FastAPI",Junior,Remote,Full-time,HealthTech
1566,Backend Developer,17.63,"Kubernetes, Flask, Celery, React, Scikit-learn, PostgreSQL, GraphQL",Mid,Yerevan,Full-time,Software
1567,Mobile Developer,33.56,"FastAPI, SQL, Celery, Redis, React, Kubernetes, MySQL",Senior,Yerevan,Full-time,HealthTech
1568,Fullstack Developer,4.87,"Flask, Vue, Redis, Node.js",Intern,Yerevan,Full-time,Gaming
1569,Backend Developer,18.78,"Django, MySQL, React, Node.js, MongoDB, GraphQL",Mid,Yerevan,Full-time,FinTech
1570,Machine Learning Engineer,10.8,"React, JavaScript, Pandas",Junior,Yerevan,Full-time,Software
1571,Product Engineer,17.2,"Python, SQL, Celery, NumPy, AWS, Terraform",Mid,Yerevan,Full-time,Gaming
1572,Site Reliability Engineer,8.85,"Flask, Scikit-learn, NumPy, PostgreSQL, CI/CD, AWS",Junior,Yerevan,Full-time,EdTech
1573,Machine Learning Engineer,33.98,"Python, React, Flask",Mid,Dilijan,Part-time,FinTech
1574,Product Engineer,8.52,"REST API, PostgreSQL, Redis, Flask, Scikit-learn",Junior,Yerevan,Full-time,EdTech
1575,Software Engineer,9.26,"JavaScript, MySQL, Pandas, SQL",Junior,Yerevan,Full-time,FinTech
1576,Mobile Developer,4.9,"CI/CD, PostgreSQL, GraphQL, Celery, Python, MySQL, JavaScript",Intern,Yerevan,Full-time,Software
1577,QA Engineer,34.8,"Redis, Scikit-learn, Vue, FastAPI, React, GCP",Senior,Vanadzor,Full-time,FinTech
1578,Site Reliability Engineer,27.66,"Celery, JavaScript, NumPy, Flask",Mid,Yerevan,Full-time,FinTech
1579,Machine Learning Engineer,20.17,"Terraform, AWS, Node.js, PostgreSQL, Docker, Django",Mid,Remote,Full-time,FinTech
1580,Mobile Developer,3.85,"GCP, Kubernetes, Git, Node.js, Pandas",Intern,Yerevan,Full-time,FinTech
1581,Fullstack Developer,25.34,"Node.js, Git, Celery, MySQL",Mid,Remote,Full-time,E-commerce
1582,Machine Learning Engineer,60.62,"Flask, SQL, JavaScript, Terraform, Django, AWS, PostgreSQL",Senior,Yerevan,Full-time,Software
1583,Mobile Developer,9.62,"REST API, Git, MongoDB, MySQL, Redis",Junior,Yerevan,Contract,HealthTech
1584,Site Reliability Engineer,23.47,"CI/CD, Git, NumPy, Scikit-learn, GraphQL, JavaScript, Redis",Mid,Gyumri,Full-time,EdTech
1585,QA Engineer,8.28,"Terraform, Flask, PostgreSQL, Scikit-learn, Pandas, CI/CD, MySQL",Junior,Yerevan,Full-time,EdTech
1586,Product Engineer,24.65,"Vue, AWS, MySQL, Scikit-learn, MongoDB, Celery, Docker",Mid,Yerevan,Part-time,FinTech
1587,DevOps Engineer,13.47,"Scikit-learn, NumPy, SQL, MySQL",Junior,Yerevan,Full-time,EdTech
1588,Data Scientist,17.99,"Scikit-learn, Kubernetes, GraphQL, Celery",Mid,Yerevan,Full-time,HealthTech
1589,Fullstack Developer,8.16,"Git, Scikit-learn, Terraform, MongoDB",Junior,Yerevan,Full-time,FinTech
1590,Fullstack Developer,32.23,"SQL, PostgreSQL, GraphQL, Kubernetes, REST API, MongoDB",Senior,Gyumri,Full-time,E-commerce
1591,Fullstack Developer,6.33,"GCP, Python, Flask, Vue, PostgreSQL, Redis, Kubernetes",Junior,Yerevan,Full-time,E-commerce
1592,Site Reliability Engineer,28.65,"Django, Docker, Terraform, Redis, Git",Mid,Yerevan,Full-time,FinTech
1593,Frontend Developer,23.5,"AWS, NumPy, Scikit-learn",Mid,Yerevan,Full-time,FinTech
1594,Backend Developer,3.67,"JavaScript, Scikit-learn, FastAPI, Pandas, CI/CD",Intern,Yerevan,Full-time,EdTech
1595,Mobile Developer,6.65,"MongoDB, Git, Pandas",Junior,Dilijan,Full-time,Software
1596,DevOps Engineer,7.47,"NumPy, PostgreSQL, REST API, AWS, Node.js, JavaScript, Python",Junior,Yerevan,Full-time,EdTech
1597,Site Reliability Engineer,17.57,"REST API, Git, Python, React",Mid,Gyumri,Full-time,E-commerce
1598,Frontend Developer,21.93,"FastAPI, Node.js, Docker",Mid,Yerevan,Contract,E-commerce
1599,Data Scientist,14.27,"FastAPI, Python, Node.js, CI/CD, MySQL",Junior,Yerevan,Part-time,FinTech
1600,Mobile Developer,15.84,"FastAPI, Flask, Docker, SQL",Mid,Yerevan,Full-time,FinTech
1601,Machine Learning Engineer,26.47,"Python, REST API, PostgreSQL, Vue, CI/CD, Redis",Mid,Yerevan,Full-time,EdTech
1602,Mobile Developer,45.72,"Git, GCP, Kubernetes, Scikit-learn, Vue, AWS, JavaScript",Senior,Yerevan,Full-time,E-commerce
1603,Frontend Developer,23.55,"Vue, MongoDB, AWS, GCP",Mid,Yerevan,Full-time,E-commerce
1604,DevOps Engineer,8.18,"Python, CI/CD, GraphQL, Node.js, Terraform, Flask",Junior,Yerevan,Full-time,EdTech
1605,Machine Learning Engineer,32.19,"Python, Redis, Docker, Kubernetes, Pandas, Flask",Senior,Yerevan,Full-time,HealthTech
1606,Mobile Developer,8.67,"React, Scikit-learn, Node.js, GraphQL, Terraform, Celery",Junior,Yerevan,Full-time,HealthTech
1607,Product Engineer,20.63,"Django, NumPy, Node.js, Flask, SQL",Mid,Yerevan,Full-time,E-commerce
1608,Fullstack Developer,9.65,"PostgreSQL, Kubernetes, JavaScript, MySQL, Pandas, Docker, Scikit-learn",Junior,Yerevan,Full-time,Software
1609,Fullstack Developer,7.28,"Git, Django, GraphQL",Junior,Yerevan,Full-time,FinTech
1610,Software Engineer,32.76,"MySQL, REST API, Redis, Docker",Senior,Vanadzor,Part-time,Gaming
1611,Fullstack Developer,9.18,"Flask, NumPy, FastAPI",Junior,Gyumri,Full-time,Gaming
1612,DevOps Engineer,31.65,"NumPy, AWS, Pandas, React, JavaScript, REST API, SQL",Senior,Yerevan,Full-time,E-commerce
1613,Data Scientist,57.72,"Python, Celery, NumPy, Django, GCP, JavaScript, React",Senior,Yerevan,Full-time,HealthTech
1614,Backend Developer,13.81,"GraphQL, Scikit-learn, PostgreSQL, Kubernetes, Node.js",Mid,Vanadzor,Full-time,EdTech
1615,Machine Learning Engineer,9.66,"NumPy, Django, Flask, GCP, JavaScript, Python, MySQL",Junior,Yerevan,Full-time,Gaming
1616,Machine Learning Engineer,20.54,"Pandas, GCP, Celery, Kubernetes, Terraform, Scikit-learn, AWS",Mid,Yerevan,Full-time,EdTech
1617,Product Engineer,22.27,"Docker, React, Celery, Redis, JavaScript, Django, Vue",Mid,Vanadzor,Full-time,HealthTech
1618,Frontend Developer,13.81,"GCP, Scikit-learn, MySQL, AWS, Python, MongoDB",Mid,Yerevan,Full-time,EdTech
1619,Machine Learning Engineer,13.33,"Kubernetes, GraphQL, Scikit-learn, NumPy",Junior,Yerevan,Full-time,Gaming
1620,Fullstack Developer,17.19,"Kubernetes, PostgreSQL, Redis, GCP",Mid,Yerevan,Full-time,Software
1621,Machine Learning Engineer,43.02,"Django, Node.js, JavaScript, Terraform, FastAPI, MySQL",Senior,Yerevan,Full-time,FinTech
1622,QA Engineer,7.49,"Flask, Git, MySQL, AWS, Celery, REST API",Junior,Yerevan,Full-time,Gaming
1623,Machine Learning Engineer,5.51,"MongoDB, Vue, MySQL, Celery, React",Intern,Remote,Full-time,Software
1624,Backend Developer,53.98,"Python, Celery, Vue",Lead,Yerevan,Full-time,HealthTech
1625,Software Engineer,18.08,"AWS, Git, MongoDB, MySQL, Scikit-learn, Django",Mid,Yerevan,Full-time,EdTech
1626,Site Reliability Engineer,29.52,"Django, CI/CD, REST API, GraphQL, Celery, Flask, JavaScript",Mid,Vanadzor,Full-time,E-commerce
1627,Mobile Developer,24.96,"JavaScript, NumPy, Vue, Flask, Git",Mid,Yerevan,Full-time,Gaming
1628,Mobile Developer,7.99,"Vue, Docker, GraphQL, Scikit-learn",Junior,Yerevan,Full-time,Software
1629,Fullstack Developer,19.44,"Flask, React, Django",Mid,Yerevan,Contract,FinTech
1630,DevOps Engineer,57.6,"FastAPI, Flask, CI/CD, Kubernetes, MongoDB, Git",Senior,Gyumri,Full-time,FinTech
1631,QA Engineer,47.69,"Pandas, MongoDB, Terraform, CI/CD, NumPy, Celery, JavaScript",Senior,Remote,Full-time,EdTech
1632,Software Engineer,12.28,"NumPy, Node.js, Scikit-learn, Python, Docker, Redis, PostgreSQL",Mid,Yerevan,Full-time,HealthTech
1633,QA Engineer,34.71,"GraphQL, MySQL, Scikit-learn",Senior,Yerevan,Contract,E-commerce
1634,DevOps Engineer,13.67,"Kubernetes, JavaScript, FastAPI, SQL",Junior,Yerevan,Full-time,FinTech
1635,Site Reliability Engineer,27.91,"MySQL, Flask, Node.js, React, Git",Mid,Yerevan,Full-time,EdTech
1636,Machine Learning Engineer,54.7,"GCP, Docker, JavaScript, NumPy, Redis, Python",Senior,Yerevan,Full-time,Software
1637,QA Engineer,24.95,"GraphQL, Vue, GCP, Docker, Node.js, MySQL",Senior,Yerevan,Full-time,E-commerce
1638,Data Scientist,33.04,"GCP, Flask, FastAPI, NumPy, SQL, Python, JavaScript",Mid,Yerevan,Full-time,HealthTech
1639,Site Reliability Engineer,17.62,"Django, Python, Redis, React",Mid,Dilijan,Part-time,Gaming
1640,Backend Developer,9.27,"CI/CD, GraphQL, Flask, Django, React",Junior,Remote,Full-time,Gaming
1641,DevOps Engineer,26.36,"Python, Vue, React, GCP, Redis, FastAPI, PostgreSQL",Mid,Yerevan,Full-time,Software
1642,Product Engineer,9.58,"JavaScript, Flask, Kubernetes, Git, PostgreSQL",Junior,Vanadzor,Full-time,EdTech
1643,Fullstack Developer,24.83,"SQL, MySQL, Django, GCP",Mid,Yerevan,Full-time,EdTech
1644,QA Engineer,14.11,"MySQL, Scikit-learn, Terraform, SQL, GCP, Docker, Node.js",Mid,Yerevan,Full-time,HealthTech
1645,DevOps Engineer,15.24,"Django, Flask, GraphQL, FastAPI",Mid,Yerevan,Full-time,Gaming
1646,Fullstack Developer,7.71,"NumPy, MongoDB, SQL, GraphQL, Node.js",Junior,Yerevan,Full-time,Software
1647,Machine Learning Engineer,21.07,"Pandas, GraphQL, MySQL, SQL, Vue, Redis, Django",Mid,Yerevan,Full-time,Gaming
1648,QA Engineer,10.63,"GCP, React, Redis, Kubernetes, CI/CD",Junior,Yerevan,Full-time,Software
1649,Mobile Developer,30.44,"CI/CD, MongoDB, GraphQL, SQL, React, Python",Senior,Vanadzor,Full-time,HealthTech
1650,Fullstack Developer,54.15,"Django, JavaScript, Node.js, Celery",Lead,Yerevan,Full-time,HealthTech
1651,Product Engineer,20.6,"Django, NumPy, Python, Terraform, AWS, MongoDB",Mid,Yerevan,Full-time,FinTech
1652,Product Engineer,17.9,"Vue, JavaScript, MongoDB, CI/CD",Mid,Yerevan,Full-time,EdTech
1653,Software Engineer,40.84,"GraphQL, Git, NumPy, Vue, Docker, Django, Kubernetes",Senior,Yerevan,Full-time,E-commerce
1654,Product Engineer,15.35,"MongoDB, Python, Docker, GraphQL, Terraform",Mid,Yerevan,Full-time,Software
1655,Frontend Developer,12.88,"Node.js, MongoDB, GraphQL, Scikit-learn, Kubernetes, PostgreSQL, MySQL",Mid,Vanadzor,Part-time,EdTech
1656,Software Engineer,41.54,"GCP, PostgreSQL, Python, Celery, Node.js",Senior,Gyumri,Full-time,EdTech
1657,Backend Developer,8.18,"Django, Flask, PostgreSQL, REST API, SQL, Docker",Junior,Gyumri,Full-time,Software
1658,Backend Developer,27.85,"NumPy, Git, CI/CD, Django, Redis",Mid,Remote,Full-time,Gaming
1659,Product Engineer,12.59,"GCP, REST API, Pandas, MongoDB",Junior,Yerevan,Full-time,Software
1660,Fullstack Developer,25.21,"Terraform, Node.js, Redis, Python, FastAPI",Mid,Yerevan,Full-time,Software
1661,Fullstack Developer,38.11,"Docker, React, Vue, Pandas, AWS",Senior,Yerevan,Full-time,HealthTech
1662,Frontend Developer,27.29,"Terraform, Flask, NumPy, JavaScript, FastAPI, Python, Node.js",Senior,Yerevan,Contract,Gaming
1663,Frontend Developer,37.55,"NumPy, Kubernetes, MongoDB",Senior,Gyumri,Part-time,FinTech
1664,Frontend Developer,22.16,"Redis, CI/CD, Git",Mid,Vanadzor,Full-time,EdTech
1665,DevOps Engineer,42.41,"Scikit-learn, Vue, REST API, PostgreSQL, Python, Git",Senior,Yerevan,Full-time,FinTech
1666,Frontend Developer,62.49,"Vue, Redis, Terraform, AWS, Python, MongoDB, GCP",Lead,Yerevan,Full-time,EdTech
1667,Mobile Developer,7.37,"Vue, Git, Terraform, Redis",Junior,Yerevan,Full-time,FinTech
1668,Product Engineer,37.0,"REST API, NumPy, Kubernetes, GCP, MongoDB, Terraform",Senior,Yerevan,Contract,FinTech
1669,QA Engineer,6.05,"AWS, Python, CI/CD, Scikit-learn, Terraform, MongoDB, Docker",Junior,Yerevan,Full-time,Software
1670,Backend Developer,77.09,"Celery, REST API, FastAPI, GraphQL, JavaScript, Redis, Terraform",Lead,Vanadzor,Full-time,Software
1671,Site Reliability Engineer,86.84,"Scikit-learn, Terraform, MongoDB",Lead,Yerevan,Full-time,EdTech
1672,Data Scientist,20.32,"MySQL, CI/CD, JavaScript",Mid,Gyumri,Full-time,Software
1673,DevOps Engineer,34.43,"Celery, AWS, Flask",Senior,Remote,Full-time,E-commerce
1674,Machine Learning Engineer,22.99,"React, SQL, Flask, JavaScript, Celery",Mid,Yerevan,Full-time,HealthTech
1675,Product Engineer,13.91,"MongoDB, FastAPI, React, GraphQL, Vue",Mid,Yerevan,Full-time,HealthTech
1676,Product Engineer,41.5,"Flask, SQL, REST API, GraphQL, Pandas, MySQL, CI/CD",Senior,Yerevan,Full-time,EdTech
1677,Software Engineer,8.01,"Docker, Flask, CI/CD, MongoDB, PostgreSQL",Junior,Dilijan,Full-time,Software
1678,Backend Developer,9.17,"Redis, Django, Scikit-learn",Junior,Yerevan,Part-time,Software
1679,QA Engineer,18.09,"Flask, MongoDB, React, Terraform",Mid,Yerevan,Full-time,EdTech
1680,Product Engineer,32.78,"Pandas, SQL, JavaScript, React",Senior,Yerevan,Full-time,E-commerce
1681,Software Engineer,15.37,"GraphQL, Scikit-learn, Pandas, NumPy, Vue",Mid,Remote,Full-time,EdTech
1682,Machine Learning Engineer,21.28,"Vue, Celery, MySQL, AWS, JavaScript, GCP",Mid,Yerevan,Full-time,Gaming
1683,Product Engineer,21.91,"SQL, Docker, PostgreSQL",Mid,Yerevan,Full-time,EdTech
1684,Software Engineer,20.17,"Pandas, PostgreSQL, SQL, JavaScript",Mid,Yerevan,Full-time,EdTech
1685,Product Engineer,10.25,"JavaScript, SQL, Django, Node.js",Junior,Yerevan,Full-time,Gaming
1686,Data Scientist,38.46,"PostgreSQL, FastAPI, GraphQL, Python",Senior,Yerevan,Full-time,FinTech
1687,Software Engineer,12.26,"MongoDB, Vue, Kubernetes",Junior,Yerevan,Full-time,E-commerce
1688,Fullstack Developer,7.52,"Docker, GCP, CI/CD, Celery, PostgreSQL",Junior,Yerevan,Full-time,HealthTech
1689,Machine Learning Engineer,20.2,"Vue, CI/CD, Node.js, Redis, PostgreSQL",Mid,Vanadzor,Full-time,E-commerce
1690,Mobile Developer,4.85,"Pandas, Kubernetes, Celery",Intern,Yerevan,Full-time,Software
1691,DevOps Engineer,16.96,"React, Docker, NumPy, Python, Redis",Junior,Yerevan,Full-time,HealthTech
1692,Site Reliability Engineer,9.2,"Vue, SQL, PostgreSQL, Redis, GCP, Pandas",Junior,Yerevan,Full-time,FinTech
1693,Fullstack Developer,20.47,"GCP, Node.js, REST API, Celery, Terraform, JavaScript",Mid,Yerevan,Full-time,FinTech
1694,Frontend Developer,10.25,"CI/CD, Celery, Scikit-learn, MySQL, Pandas",Junior,Yerevan,Full-time,Software
1695,Mobile Developer,5.63,"PostgreSQL, Scikit-learn, Node.js, NumPy, CI/CD",Intern,Yerevan,Part-time,FinTech
1696,Site Reliability Engineer,50.8,"Celery, Python, JavaScript, NumPy, MongoDB, REST API",Senior,Yerevan,Part-time,FinTech
1697,Mobile Developer,17.8,"Pandas, NumPy, Docker, PostgreSQL, SQL",Mid,Yerevan,Full-time,Software
1698,DevOps Engineer,24.76,"GraphQL, AWS, FastAPI, GCP, Redis, Git, Vue",Mid,Yerevan,Full-time,EdTech
1699,Data Scientist,22.16,"MongoDB, Redis, Node.js, Docker, REST API, Python, Flask",Mid,Vanadzor,Full-time,FinTech
1700,Frontend Developer,15.42,"Kubernetes, Docker, REST API, Pandas",Mid,Yerevan,Full-time,Software
1701,Frontend Developer,9.24,"Node.js, Pandas, Vue, AWS",Junior,Remote,Full-time,Gaming
1702,Frontend Developer,3.36,"Terraform, GraphQL, Kubernetes, Vue, Flask",Intern,Yerevan,Full-time,Software
1703,QA Engineer,35.52,"REST API, Pandas, Terraform, Node.js, Django, Redis, PostgreSQL",Senior,Yerevan,Full-time,HealthTech
1704,Site Reliability Engineer,12.51,"Scikit-learn, Docker, MongoDB, FastAPI",Junior,Gyumri,Full-time,E-commerce
1705,Frontend Developer,10.77,"SQL, AWS, NumPy, Kubernetes, REST API, React",Mid,Yerevan,Full-time,Software
1706,Backend Developer,48.18,"Vue, React, Node.js, Pandas, Django",Senior,Remote,Full-time,Gaming
1707,Fullstack Developer,9.63,"CI/CD, Kubernetes, Node.js",Junior,Yerevan,Full-time,E-commerce
1708,Product Engineer,10.44,"Terraform, NumPy, MySQL, CI/CD, Docker",Junior,Yerevan,Part-time,FinTech
1709,Fullstack Developer,24.61,"React, AWS, Django",Mid,Vanadzor,Full-time,E-commerce
1710,Site Reliability Engineer,12.96,"Vue, Flask, JavaScript, Docker",Junior,Vanadzor,Full-time,Software
1711,Frontend Developer,25.21,"SQL, REST API, CI/CD, Celery, GraphQL, Pandas, MongoDB",Mid,Yerevan,Full-time,Gaming
1712,Machine Learning Engineer,12.31,"Kubernetes, Docker, React, Git",Junior,Remote,Full-time,EdTech
1713,Machine Learning Engineer,15.24,"Vue, GCP, MySQL",Junior,Yerevan,Full-time,Gaming
1714,Mobile Developer,36.71,"Scikit-learn, SQL, JavaScript",Senior,Yerevan,Full-time,EdTech
1715,Backend Developer,10.14,"Redis, GCP, Terraform, GraphQL, JavaScript, Django, Celery",Junior,Yerevan,Part-time,Software
1716,Fullstack Developer,23.33,"Git, REST API, Flask, Node.js, NumPy, CI/CD, Pandas",Mid,Yerevan,Full-time,Software
1717,QA Engineer,18.67,"React, Django, Docker, Redis",Mid,Yerevan,Full-time,EdTech
1718,Data Scientist,10.74,"JavaScript, Git, Kubernetes, Flask, Docker, Terraform, REST API",Junior,Gyumri,Full-time,Software
1719,Frontend Developer,50.26,"Python, Django, NumPy, CI/CD, SQL",Senior,Yerevan,Full-time,HealthTech
1720,Backend Developer,41.05,"Flask, Scikit-learn, SQL, Vue, Redis, FastAPI, Kubernetes",Senior,Yerevan,Full-time,FinTech
1721,Site Reliability Engineer,23.63,"Pandas, JavaScript, AWS",Mid,Yerevan,Full-time,EdTech
1722,QA Engineer,13.94,"NumPy, MySQL, PostgreSQL, React, Flask",Mid,Yerevan,Part-time,Gaming
1723,Site Reliability Engineer,35.99,"Redis, Celery, NumPy, Flask, JavaScript",Senior,Yerevan,Full-time,E-commerce
1724,Fullstack Developer,31.78,"GCP, Redis, Django, Celery, Docker",Senior,Yerevan,Full-time,Software
1725,Machine Learning Engineer,7.29,"GCP, AWS, Terraform, MongoDB",Intern,Yerevan,Full-time,HealthTech
1726,Frontend Developer,14.55,"GraphQL, FastAPI, Node.js, Docker, JavaScript, PostgreSQL",Mid,Yerevan,Full-time,E-commerce
1727,Site Reliability Engineer,15.14,"React, Scikit-learn, GraphQL, GCP, Pandas",Junior,Yerevan,Full-time,HealthTech
1728,Backend Developer,20.62,"Node.js, Docker, Git, REST API",Mid,Yerevan,Full-time,E-commerce
1729,Machine Learning Engineer,25.75,"React, JavaScript, Flask, Django, PostgreSQL, SQL, FastAPI",Mid,Gyumri,Full-time,EdTech
1730,Mobile Developer,6.66,"PostgreSQL, Terraform, Pandas",Junior,Yerevan,Part-time,EdTech
1731,DevOps Engineer,53.01,"Node.js, Celery, Vue, GCP, Pandas, NumPy",Lead,Yerevan,Full-time,E-commerce
1732,Software Engineer,7.66,"SQL, GCP, Git, CI/CD",Junior,Yerevan,Full-time,Software
1733,DevOps Engineer,39.33,"Docker, MySQL, React, Python, Node.js",Senior,Yerevan,Full-time,Gaming
1734,Mobile Developer,45.64,"Vue, FastAPI, MySQL, PostgreSQL, Flask, Kubernetes",Senior,Yerevan,Full-time,EdTech
1735,Backend Developer,26.04,"AWS, NumPy, MySQL, Django",Senior,Yerevan,Contract,E-commerce
1736,Fullstack Developer,12.6,"CI/CD, React, MySQL, Vue, Python, Flask, Redis",Mid,Yerevan,Full-time,HealthTech
1737,Mobile Developer,17.8,"Celery, Scikit-learn, Python, Node.js, FastAPI, AWS, SQL",Mid,Gyumri,Part-time,EdTech
1738,Site Reliability Engineer,19.47,"Pandas, JavaScript, Kubernetes, Git, SQL",Mid,Yerevan,Full-time,HealthTech
1739,Backend Developer,11.94,"MySQL, Node.js, Vue",Mid,Yerevan,Full-time,Gaming
1740,Data Scientist,12.77,"GraphQL, MongoDB, SQL, FastAPI, GCP",Junior,Gyumri,Full-time,EdTech
1741,Data Scientist,54.47,"Kubernetes, Celery, Scikit-learn, FastAPI, REST API, Django, Git",Senior,Gyumri,Full-time,Gaming
1742,Data Scientist,7.96,"JavaScript, GCP, Terraform, MongoDB",Junior,Yerevan,Full-time,E-commerce
1743,Data Scientist,5.73,"NumPy, Git, Celery",Intern,Yerevan,Full-time,Software
1744,Machine Learning Engineer,50.63,"Docker, NumPy, REST API, Celery, Python, CI/CD, React",Senior,Yerevan,Full-time,E-commerce
1745,Data Scientist,31.39,"NumPy, Docker, FastAPI, REST API, JavaScript",Senior,Remote,Full-time,Software
1746,Product Engineer,14.21,"Terraform, SQL, Redis, PostgreSQL, MySQL, Git",Mid,Yerevan,Full-time,HealthTech
1747,Frontend Developer,58.92,"GCP, AWS, Git, Scikit-learn",Lead,Dilijan,Part-time,EdTech
1748,QA Engineer,9.21,"Celery, Terraform, NumPy",Junior,Yerevan,Full-time,Software
1749,Product Engineer,7.24,"Redis, MongoDB, Python, GraphQL, JavaScript, Docker, Vue",Junior,Yerevan,Full-time,E-commerce
1750,Fullstack Developer,51.16,"JavaScript, Flask, Node.js, Kubernetes, PostgreSQL, MongoDB, Terraform",Senior,Yerevan,Full-time,EdTech
1751,Mobile Developer,7.83,"JavaScript, Celery, REST API, Docker, Pandas",Junior,Yerevan,Full-time,Gaming
1752,Backend Developer,37.65,"Redis, GCP, Docker, Scikit-learn",Senior,Yerevan,Full-time,HealthTech
1753,Backend Developer,22.39,"Django, Vue, Celery",Mid,Yerevan,Full-time,E-commerce
1754,Data Scientist,19.65,"JavaScript, CI/CD, Kubernetes, Flask, MongoDB, Vue",Mid,Yerevan,Full-time,Software
1755,Frontend Developer,57.94,"Django, Docker, Celery, REST API, React",Lead,Gyumri,Full-time,HealthTech
1756,Mobile Developer,22.85,"Terraform, JavaScript, Git, Vue, Celery, PostgreSQL, MySQL",Mid,Yerevan,Full-time,E-commerce
1757,Backend Developer,6.85,"NumPy, Vue, MongoDB, MySQL, Node.js, Redis",Junior,Yerevan,Full-time,EdTech
1758,Software Engineer,25.39,"Vue, Node.js, Terraform",Senior,Yerevan,Full-time,E-commerce
1759,QA Engineer,16.34,"SQL, Scikit-learn, Python, Git, Django, Celery",Mid,Yerevan,Full-time,HealthTech
1760,QA Engineer,55.41,"GraphQL, React, Python, SQL, Kubernetes",Lead,Yerevan,Full-time,HealthTech
1761,DevOps Engineer,23.12,"Git, Terraform, Docker, Scikit-learn, GraphQL, GCP, MySQL",Mid,Yerevan,Full-time,Gaming
1762,Site Reliability Engineer,23.19,"Flask, Celery, MySQL, JavaScript, REST API, AWS",Mid,Gyumri,Full-time,Gaming
1763,Product Engineer,23.79,"FastAPI, MySQL, Python, Celery, NumPy, GraphQL, Git",Mid,Remote,Full-time,HealthTech
1764,Data Scientist,68.33,"NumPy, JavaScript, Docker, GCP, GraphQL",Lead,Dilijan,Full-time,FinTech
1765,Site Reliability Engineer,74.21,"Redis, JavaScript, GCP, Terraform, FastAPI, Kubernetes, Docker",Lead,Yerevan,Full-time,Software
1766,Backend Developer,11.86,"Celery, Git, Node.js, MongoDB",Mid,Yerevan,Full-time,EdTech
1767,Software Engineer,13.31,"CI/CD, REST API, NumPy, Python",Mid,Dilijan,Full-time,EdTech
1768,DevOps Engineer,31.67,"JavaScript, SQL, GraphQL",Senior,Dilijan,Contract,Gaming
1769,Product Engineer,24.37,"GraphQL, NumPy, AWS, REST API, CI/CD, JavaScript",Mid,Yerevan,Full-time,FinTech
1770,Mobile Developer,23.03,"AWS, Docker, Terraform, Flask, Vue, Python",Mid,Yerevan,Full-time,EdTech
1771,Site Reliability Engineer,18.32,"NumPy, Vue, Scikit-learn, Celery",Mid,Yerevan,Full-time,Gaming
1772,QA Engineer,14.77,"NumPy, PostgreSQL, GCP, REST API",Mid,Remote,Full-time,HealthTech
1773,Fullstack Developer,9.93,"Terraform, Django, Python, React, Redis",Junior,Gyumri,Full-time,EdTech
1774,Data Scientist,7.37,"GCP, Flask, Django, FastAPI, Scikit-learn, Celery",Intern,Yerevan,Full-time,EdTech
1775,Data Scientist,11.43,"Django, Flask, GCP",Junior,Yerevan,Full-time,HealthTech
1776,Site Reliability Engineer,9.25,"Flask, Pandas, MongoDB, Django, Kubernetes, Docker, React",Junior,Yerevan,Full-time,Gaming
1777,Software Engineer,19.1,"Terraform, JavaScript, Django, AWS, Node.js, Scikit-learn",Mid,Vanadzor,Part-time,Gaming
1778,DevOps Engineer,13.4,"GCP, React, Django, SQL, Kubernetes",Junior,Dilijan,Full-time,EdTech
1779,Fullstack Developer,33.11,"JavaScript, AWS, Python, REST API, Flask, Redis, Terraform",Senior,Gyumri,Full-time,FinTech
1780,Mobile Developer,45.11,"NumPy, PostgreSQL, Python",Senior,Remote,Full-time,EdTech
1781,Mobile Developer,52.45,"Vue, Kubernetes, Node.js, Flask",Senior,Yerevan,Full-time,FinTech
1782,Fullstack Developer,63.61,"AWS, GCP, FastAPI, Kubernetes",Lead,Yerevan,Full-time,FinTech
1783,Site Reliability Engineer,41.53,"Flask, Git, React",Senior,Yerevan,Full-time,FinTech
1784,Backend Developer,18.12,"JavaScript, Kubernetes, Redis, REST API, GraphQL",Mid,Yerevan,Full-time,EdTech
1785,QA Engineer,24.77,"MySQL, Scikit-learn, PostgreSQL, GraphQL, Django, React, SQL",Mid,Yerevan,Full-time,Gaming
1786,QA Engineer,4.63,"Docker, PostgreSQL, MySQL",Intern,Vanadzor,Full-time,Software
1787,Backend Developer,11.24,"Redis, REST API, FastAPI, JavaScript, Kubernetes, Scikit-learn",Junior,Yerevan,Full-time,Software
1788,Software Engineer,15.74,"Redis, GraphQL, REST API",Mid,Dilijan,Full-time,FinTech
1789,Fullstack Developer,11.11,"GraphQL, REST API, MongoDB, Pandas",Junior,Yerevan,Full-time,E-commerce
1790,Machine Learning Engineer,57.82,"REST API, Node.js, FastAPI, Celery",Senior,Yerevan,Full-time,E-commerce
1791,Fullstack Developer,24.57,"GraphQL, NumPy, Kubernetes, Pandas",Mid,Remote,Full-time,HealthTech
